Cities,Adilabad,Adoni,Alwal,Anakapalle,Anantapur,Bapatla,Belampalli,Bhimavaram,Bhongir,Bobbili,Bodhan,Chilakalurupet,Chirala,Chittur,Cuddapah,Dharmavaram,Dhone,Eluru,Gaddiannaram,Gadwal,Gajuwaka,Gudivada,Gudur,Guntakal,Guntur,Hindupur,Hyderabad,Jagtial,Kadiri,Kagaznagar,Kakinada,Kallur,Kamareddi,Kapra,Karimnagar,Karnul,Khammam,Kondukur,Koratla,Kottagudem,Kukatpalle,Machilipatnam,Mahbubnagar,Malkajgiri,Mancheral,Mandamarri,Mangalagiri,Markapur,Miryalaguda,Nalgonda,Nandyal,Narasapur,Narasaraopet,Nellur,Nirmal,Nizamabad,Nuzvid,Ongole,Palakollu,Palwancha,Patancheru,Piduguralla,Ponnur,Proddatur,Qutubullapur,Rajamahendri,Rajampet,Rajendranagar,Ramagundam,Rayachoti,Rayadrug,Samalkot,Sangareddi,Sattenapalle,Serilungampalle,Siddipet,Sirsilla,Srikakulam,Srikalahasti,Suriapet,Tadepalle,Tadepallegudem,Tadpatri,Tanuku,Tenali,Tirupati,Tuni,Vijayawada,Vinukonda,Visakhapatnam,Vizianagaram,Vuyyuru,Wanparti,Warangal
Gudur,630.6855347,320.6581182,397.7343755,518.8853848,249.976639,207.1317248,547.4102388,322.6714461,388.6615127,619.313642,543.4684501,219.6026553,195.8013625,130.7523614,116.9203925,231.5488694,253.7435507,316.6289637,383.9848519,318.5475214,534.5979458,283.49122,0,289.4227115,248.7350832,257.1894765,389.6986759,526.6387378,181.2387095,578.5538131,404.7377241,280.7783227,490.3498342,386.6094963,484.2538141,269.6961206,346.4061364,119.253993,532.9926969,388.8292122,401.782288,266.3870632,350.3588425,401.1283825,527.7572382,537.5760381,266.1706506,185.7616146,303.9256537,329.5872298,208.8068443,324.4435732,233.4593903,37.63833485,575.1499563,536.9633726,311.9250731,151.8485037,333.8606753,394.1219768,411.7731741,259.2454197,227.1246457,153.198675,393.1896736,381.5036091,72.33507044,382.202791,518.887709,118.11257,325.7308264,409.3812474,430.4276444,252.9117817,404.1012456,453.2387908,485.3434858,633.2328655,45.93671154,334.5201911,271.6858756,347.3064559,215.3963051,350.6638159,248.1956869,74.16979216,459.1610521,276.8985816,211.5575483,543.5525693,582.7592171,269.6649468,311.5191811,430.2450523
Guntakal,515.4401399,50.97535691,286.6781664,662.2797163,58.39119047,341.9732498,486.8421547,470.4343849,306.1274081,741.5263091,390.8644724,315.8703394,327.7177199,286.9225291,173.308777,92.10306198,60.88133765,435.1009385,271.7949763,125.5393319,683.0973893,412.9832343,289.4227115,0,351.8679688,150.6267283,273.8915207,434.6876859,145.3565209,514.1106767,556.8693579,71.1145349,364.5208825,270.8910249,409.1425658,101.1498074,375.7130149,272.6748634,429.5774213,437.9961005,279.8921468,419.0492178,185.3751257,294.0108051,467.2117408,477.0186948,369.0366607,213.708536,301.0778162,290.7066867,123.9611788,484.4279886,309.241339,291.8515788,450.4471275,396.9754581,412.4718446,289.6685141,491.7729939,444.0570182,278.4778523,306.9261172,355.7542045,136.3262969,276.4446064,514.754536,223.3425365,258.7388724,459.4165632,194.5720419,75.74923816,554.852777,282.8454905,329.9494101,275.5851719,361.5901123,389.5955341,777.1931183,296.5058958,325.2476706,374.6624927,479.7310676,74.03726933,493.8589378,370.458642,279.3227436,603.4297777,379.3195867,272.6995026,693.1751871,720.9167635,395.3072775,152.0989949,393.1530635
Guntur,425.8162581,346.2767243,241.6703148,312.5802548,354.0785333,44.6072819,322.0196123,119.31424,213.7109799,399.8074593,376.9248509,37.94777795,53.15563196,372.6876192,268.2988207,360.4410783,291.2376205,84.76289647,235.4172553,282.025257,332.7274407,61.48651763,248.7350832,351.8679688,0,420.8847047,241.3089446,320.982181,345.2731048,352.0188876,205.0045472,293.6868737,315.0123312,239.6643543,275.6691247,263.0616521,109.0215998,133.8578379,333.4759406,140.6564563,252.7842852,75.93261267,266.6457319,240.3618578,304.5188603,313.2239781,19.31542912,139.7916631,111.71749,150.8833728,228.6462393,135.3597246,43.41294967,211.6053743,383.0360236,362.0811101,68.14741705,99.28621828,141.709906,145.7407411,267.8352211,60.64504987,29.61315087,268.164742,243.9026887,164.1039241,273.3192587,243.9884605,296.190045,309.9988124,422.4537853,203.2939627,290.8438648,29.49999976,259.5437825,262.6445175,289.8008651,428.9309413,294.5627095,127.9030386,25.47635246,128.3574539,304.2519285,141.9914023,23.73562951,317.9751355,252.6730028,30.92850594,79.1789165,342.7355029,373.3952313,44.26818202,253.0536509,210.0198807
Hindupur,660.2243189,201.366254,423.6986524,730.2924522,97.49376229,396.0233997,619.9597015,529.6087647,436.9540793,820.6495582,538.9343018,382.9799265,381.0489975,187.8738035,160.6333366,70.15852331,182.0193235,504.9756466,408.1382609,269.1554357,749.2134632,476.5411279,257.1894765,150.6267283,420.8847047,0,411.2808524,573.4859,80.17277295,648.8674595,617.8055045,209.2254413,507.9992009,408.0621671,543.2618054,230.1852399,475.968909,303.9077638,570.5893739,535.3327562,419.1039747,472.7498506,328.0934069,430.5024667,599.7417004,609.8489894,440.0233191,286.5930772,405.6826699,406.7973726,213.7080516,538.6783456,384.0172485,278.5974074,595.6718377,543.5090299,488.2097073,333.1305566,547.351237,541.4650043,420.1524156,392.9010984,414.2643623,152.7220134,414.2259957,582.5726028,186.4984659,397.0114152,591.4320776,139.2679533,116.99767,618.7890507,427.5248433,407.1338136,416.0666305,497.7704812,527.802032,847.2023122,239.9330462,434.7059633,446.1614852,546.2387575,132.551977,556.2945944,433.3531535,209.7217894,669.4919842,451.4952101,347.1019946,758.9787475,792.584709,459.0905614,289.5398679,516.3307149
Hyderabad,253.6588201,234.8082713,12.81620251,480.442849,315.0256377,269.1350735,213.2534739,337.9576813,44.4913836,533.4283352,153.8471694,230.0555396,264.2533179,469.6719177,326.7026673,341.5424601,229.3500405,289.7059437,6.150152737,148.9227987,502.7235269,288.6377734,389.6986759,273.8915207,241.3089446,411.2808524,0,162.2218548,366.4379659,240.2194201,402.5423363,204.7135767,103.2528007,3.336894997,135.5437125,181.0973535,178.1089125,286.5270525,159.9712006,229.8505392,12.46549296,313.5921184,90.6407281,20.36110261,193.9368531,203.5677648,245.7497205,204.3974923,129.9941363,91.08742479,212.4489815,358.5619535,210.3191041,364.2421405,191.8074321,147.9375395,261.2383145,269.6484172,361.402075,234.4363209,26.56221386,182.4832427,266.4023957,297.0778674,3.501607212,354.212303,365.6925482,15.52446647,186.4560616,373.7392165,346.126747,394.8897342,49.54509668,212.3782249,18.23590964,87.69864792,116.5850557,582.4840044,425.4458156,124.233812,247.6978301,329.5446014,281.6690231,348.8770134,264.623706,431.0146323,432.0764703,248.8024462,202.1120874,512.4326099,527.2683045,277.0428449,122.5959343,134.8670089
Jagtial,105.7044259,392.8203727,149.7935404,449.3363545,477.2110931,361.6003686,67.52989115,373.7880257,142.4094859,470.6217327,109.6111363,328.3004143,363.0059311,620.9944858,480.6309757,503.6871112,391.5717892,328.3708929,165.3939774,309.154039,470.4010675,343.494669,526.6387378,434.6876859,320.982181,573.4859,162.2218548,0,526.6632897,84.84251284,407.5904367,366.5036133,79.60713054,165.4287374,45.31343709,343.3111617,216.6202287,412.1577622,20.12829131,229.0090569,154.998715,374.4748946,249.408607,143.0906931,57.53832814,61.89478957,315.4335553,343.729027,225.7606414,197.05202,370.9956236,394.6941724,308.9412869,496.0163123,68.82723154,86.35748125,304.4566411,386.5324484,393.5761615,229.7674825,156.6197498,278.5710369,350.5128327,454.3252417,159.3257281,363.4587587,514.6289693,176.7307056,56.85962338,528.6172072,505.1334207,396.4818255,156.9270809,298.9818201,159.1081967,77.10312917,45.72379623,529.1125785,566.9033144,198.3059768,314.1281746,353.394437,443.3901803,372.4047139,339.3186651,577.5304195,417.3036183,312.3172777,318.6043552,478.7077575,479.7086596,339.6477953,284.5825452,112.7895573
Kadiri,619.6889954,192.7653417,378.1492623,652.3945771,89.06554267,318.1545148,567.4576602,451.3429464,385.9482484,744.3235753,505.8660184,307.6087211,303.2643013,142.627196,80.69508488,58.87788182,147.7013517,428.5657015,362.439015,237.8551299,671.0008549,399.2898617,181.2387095,145.3565209,345.2731048,80.17277295,366.4379659,526.6632897,0,597.3881456,539.3536265,179.5914474,467.6055711,363.1160611,492.6275567,190.715224,408.1757116,224.5620468,526.1792899,465.6212728,375.7979038,394.1545289,292.0603991,384.2820815,547.0240775,557.2408119,364.5456454,215.774246,341.1740777,347.5980942,156.2218234,459.7894948,310.3686934,199.7857868,556.5174377,507.2484175,413.149583,254.6868899,468.5668318,471.701028,379.4762882,322.103785,336.8479307,79.80377973,369.6625527,505.2581588,109.1377174,353.4573381,538.4238453,64.12703177,153.2156515,540.7219778,390.5104854,333.6059539,374.1747112,449.7133612,481.0937709,769.2854058,171.0028512,371.5325397,370.7081847,468.9334098,89.54460466,478.319288,356.4306727,145.5680519,591.5207306,376.1137391,274.3002483,680.6996829,715.0501185,382.0407775,250.4533969,458.5204451
Kagaznagar,106.5389442,474.0678763,227.4340144,414.1287199,553.8457457,395.6843497,31.1620625,378.6169141,212.1075062,418.0756981,184.4873981,367.5134933,400.0795783,681.9331647,545.255469,578.7467278,467.9166914,338.5884923,242.4337436,388.9918668,433.61387,360.4563817,578.5538131,514.1106767,352.0188876,648.8674595,240.2194201,84.84251284,597.3881456,0,393.907267,444.6490444,164.3883049,243.2252195,105.624457,419.5872351,242.9985115,460.5357276,98.62985072,232.7627123,234.7193739,392.0079184,329.8437877,220.134711,51.26277992,41.16844877,342.2199168,402.0993605,274.9023731,254.667032,441.1841189,398.163652,349.8745861,545.401695,121.1730274,162.635548,319.4782413,431.3830406,395.0717176,231.2653439,238.3963926,321.2073044,381.2936205,522.2145703,237.6939459,355.2068096,574.8939853,255.4202034,60.14684902,593.5190873,585.9776029,381.6977664,240.8039303,335.3045842,239.8557817,152.5215391,126.1138153,479.4938528,621.1051211,244.0418019,339.4799009,353.6748778,517.23775,370.9562276,366.3957898,635.166183,392.4700579,336.4447662,367.0625171,440.8448178,434.6383307,360.7834802,362.5062502,148.3104653
Kakinada,494.9301313,549.7871483,397.6361376,114.4786121,557.4502154,222.028171,373.0502587,88.30721592,362.3289972,215.3963551,498.9100593,241.5416123,237.0419269,535.4631802,459.2773048,561.3212482,496.2068047,123.2258575,397.8441807,480.1910635,131.8435944,144.2138517,404.7377241,556.8693579,205.0045472,617.8055045,402.5423363,407.5904367,539.3536265,393.907267,0,497.6020817,439.1929025,402.1825705,368.8542012,466.4719809,224.5154779,315.3707954,426.1589353,182.5859824,411.1432187,145.213832,454.146322,393.223841,364.3954943,368.6055067,188.0968311,344.275138,284.3094645,317.1565414,433.5612145,80.79332675,247.80177,368.6083368,476.3943653,478.29688,149.3040713,284.7288583,71.54937409,180.3307166,426.4609771,254.9250592,204.6855115,466.2592043,403.982952,48.33185326,451.4341812,410.8843194,359.3087428,494.6233393,627.1721792,12.82375066,448.0249719,228.1573409,419.4123541,382.6113266,397.2065222,230.60456,448.2017807,279.4046334,182.6796886,78.19707777,507.5572614,63.03580596,187.4515122,478.9065041,54.47296887,178.3368255,284.1819317,141.4244277,178.2777953,162.0018456,449.1561535,305.4068222
Kallur,451.0519807,52.90213904,217.4131874,599.9419812,111.7997183,290.0058856,416.9332305,413.0009029,235.4358826,675.8899512,330.5593027,259.7082783,276.6799298,309.8358314,174.896124,141.4088168,32.26237458,374.6827148,202.2379062,60.14973158,621.1583887,355.1716776,280.7783227,71.1145349,293.6868737,209.2254413,204.7135767,366.5036133,179.5914474,444.6490444,497.6020817,0,298.967466,201.6192408,339.3403623,31.89272287,307.4902497,235.3037429,362.4749146,369.8884896,211.5171779,364.6918902,118.9254382,224.5884858,397.1458864,407.0316736,309.6561552,161.7437871,232.7238084,220.235452,79.25382087,428.463762,250.3407043,273.9591539,386.4509537,334.4203039,350.5507089,245.1790723,435.2144951,375.8902855,211.4872734,244.0122349,301.4629424,135.6869988,207.4294779,453.8202878,225.4917042,189.8546873,389.2347371,210.6528305,146.487191,494.6599474,218.2994401,269.4508585,207.8575715,292.2688589,321.0773802,713.6787326,298.6417382,255.5960264,314.9580953,419.6873727,90.20017284,434.9374718,313.9995128,289.2102096,542.1099666,319.2663341,215.5908096,631.2598601,657.2365084,337.8373982,82.15480507,322.0423246
Kamareddi,152.4524034,320.1248506,93.39897498,496.8406448,410.7247903,350.1962407,145.6101173,390.6733964,105.1872563,530.4007829,62.35636103,312.9731718,348.285834,572.9203019,429.9322993,439.1378681,326.42197,342.5906701,108.2870696,239.696668,518.6770745,350.4969089,490.3498342,364.5208825,315.0123312,507.9992009,103.2528007,79.60713054,467.6055711,164.3883049,439.1929025,298.967466,0,106.5609961,83.59102958,279.04399,224.7415927,382.7389161,67.93354144,256.6495489,92.5389201,379.405071,180.0710871,89.33334571,131.6317368,138.4204854,314.2541871,304.588679,206.743782,170.1197073,315.0842372,411.9419877,292.813672,463.2261668,88.98386658,47.94600683,315.641795,362.0901525,412.6392975,259.2147339,88.27849099,262.5825206,343.1755545,399.8839928,99.80626272,392.1926074,468.7385251,114.6450131,127.68676,476.8684224,432.4688044,429.365719,81.89237792,288.7001117,93.45703774,56.79693455,49.36971504,586.0523742,527.3261258,187.1858494,314.5035684,375.26337,381.1231787,394.9327742,336.4385852,533.8321493,457.5995663,314.0531489,293.0540331,527.6440485,533.9944781,342.7651526,218.9257161,134.4892593
Kapra,256.9950128,232.0231492,15.79965283,480.7178429,311.8483935,267.1065889,216.153562,337.0646068,45.60694131,534.2942155,156.89516,227.9841844,262.0863414,466.3695931,323.3857962,338.3065332,226.1491115,288.8746333,4.389671908,146.018684,502.9973082,287.4401706,386.6094963,270.8910249,239.6643543,408.0621671,3.336894997,165.4287374,363.1160611,243.2252195,402.1825705,201.6192408,106.5609961,0,138.4321668,177.8828351,177.8418218,283.7151489,163.2670484,230.1517234,15.27552473,312.1951343,87.96249258,23.1749962,196.7817306,206.4419201,244.3344433,201.3726486,128.5237645,89.75958156,209.1120865,357.6192373,208.2992815,361.2547956,195.1359937,151.1525621,260.397089,267.0494796,360.5397034,234.7955591,28.51788699,180.6433228,264.5787808,293.7420575,6.757665466,353.8580956,362.4261722,13.05768625,189.2564972,370.4125781,343.2421832,394.6160577,51.3505853,210.6622636,20.07762051,90.71648024,119.7736967,583.1138658,422.2745872,123.5394146,246.3546508,328.9333933,278.3892896,348.2279018,263.0291051,427.7706151,432.0818084,247.5257312,199.6527454,512.7244966,527.8282251,275.6982311,119.4847689,136.5844654
Karimnagar,150.6527116,370.2495159,122.7283423,417.8572332,448.2452726,316.3738775,77.72577226,330.8683771,106.771356,447.4058011,133.8632647,283.3560761,317.9471063,581.7408779,442.8990724,473.1508345,362.3156129,284.7803983,137.3594221,284.4506765,439.4012552,298.9221963,484.2538141,409.1425658,275.6691247,543.2618054,135.5437125,45.31343709,492.6275567,105.624457,368.8542012,339.3403623,83.59102958,138.4321668,0,313.9964805,171.6906729,368.7412391,59.67513583,187.9187408,131.1683019,329.7542533,225.9262134,115.2583342,58.5212053,68.03265431,270.1983117,302.9650728,181.824819,155.2215187,336.4219344,351.916824,264.1205624,452.9702806,110.9069324,111.5772445,260.2898788,342.409706,351.1897603,189.2509484,136.9270519,233.8559435,305.2022028,418.3667096,133.2279693,323.5891818,474.9705711,150.9456457,51.50972931,491.0896113,481.6685672,358.1670901,143.7037216,253.7891535,137.1331657,48.66551916,34.22385517,503.7763755,525.2096691,153.6281072,268.9577465,311.5273124,411.7431492,330.7804142,294.0511051,536.9620761,382.0989903,267.2184657,274.954448,448.1026893,452.4502416,294.6970974,257.2575938,68.23034632
Karnul,431.4963517,83.32268146,193.5395191,568.2834717,134.2647185,261.2063601,391.2421241,382.3394158,208.6575085,643.9973768,315.1833714,229.7515599,248.2617059,312.3312883,171.9314452,160.5537236,48.35206367,343.4294312,178.0163313,50.83409397,589.5456745,324.5078017,269.6961206,101.1498074,263.0616521,230.1852399,181.0973535,343.3111617,190.715224,419.5872351,466.4719809,31.89272287,279.04399,177.8828351,313.9964805,0,275.7567756,212.5983595,340.5495648,338.1481793,189.0291915,334.9062598,101.3598208,200.402289,371.2297329,381.2303632,278.7083019,134.2587212,200.990112,189.5638475,61.26177715,398.1344297,219.6582614,258.9438862,367.5171203,317.092195,319.0524138,219.4294325,404.7308928,344.1615539,190.811845,212.464107,271.8894463,134.4736373,184.0418017,422.4155624,220.6414717,166.8693533,363.1299964,212.5711554,176.8929481,463.3603087,200.2845221,238.3327594,186.2925304,267.8423978,297.6408899,681.883834,291.9985962,224.3059262,283.9285236,388.4651064,102.3820165,403.9247263,283.7697013,286.2090807,510.6052614,288.1546247,185.5789691,599.6481108,625.4329671,307.2894276,60.21602883,293.2557838
Khammam,319.7842309,355.2535212,173.1554799,306.3142041,394.1740501,152.9018404,213.0672706,166.2292029,138.1131388,371.0724448,286.8554776,127.9187458,158.2771188,462.1964318,339.8231308,408.9532444,316.4412019,117.9165296,173.5291783,274.8191869,328.4861714,127.6923006,346.4061364,375.7130149,109.0215998,475.968909,178.1089125,216.6202287,408.1757116,242.9985115,224.5154779,307.4902497,224.7415927,177.8418218,171.6906729,275.7567756,0,227.2464093,231.0164346,62.39945993,186.6321128,158.1868256,237.694455,168.9066517,195.8321799,204.3749329,100.1118278,192.856756,74.7680578,96.92230642,264.7340111,187.4669213,112.9514298,310.8637308,281.8521845,268.967131,90.97340762,194.9445007,188.660995,68.40492033,201.9687765,89.6859035,138.331483,328.3758486,179.493072,176.1866106,357.2292715,186.9910186,187.6308255,386.2219419,451.0469896,216.7824328,223.6896804,94.59929442,194.8971811,168.5920243,191.0359668,414.00131,391.1758483,57.40331784,98.13171506,153.3480357,347.1848863,172.9916787,124.325904,410.3910388,255.1158279,95.93269766,140.1168232,338.409108,357.7412765,123.0287765,242.1343831,103.9086214
Kondukur,517.2319558,285.6584775,292.7288428,429.0790478,255.9262017,97.42080994,429.4480241,227.8595048,278.4405559,523.8289752,439.3672476,101.4782361,83.54236621,238.9871895,144.0888259,252.7443715,218.9052989,210.4830398,280.4980855,252.2985251,447.1923709,178.9396647,119.253993,272.6748634,133.8578379,303.9077638,286.5270525,412.1577622,224.5620468,460.5357276,315.3707954,235.3037429,382.7389161,283.7151489,368.7412391,212.5983595,227.2464093,0,419.9456351,271.6828908,298.960945,170.2544858,266.7826055,294.966012,410.0282944,419.7255915,152.488055,88.19766366,187.0930687,216.1241373,156.2929012,235.3838044,114.3049514,84.86905444,464.3815821,430.3324764,200.5225377,34.57526365,244.2563727,277.1806464,310.8768092,140.1536742,117.4127915,155.9672844,289.9145629,283.6159365,140.4283103,281.6987916,401.1961681,180.334574,331.7548963,317.3413826,331.6188526,134.3942629,302.6961527,341.0706107,372.5922989,545.79433,163.9625992,216.8969365,158.4064016,247.5826396,208.0241404,255.3150525,138.3788351,184.8748115,368.1933029,163.8370158,93.89801163,456.7950786,492.2408368,162.7379487,234.8269022,312.317668
Koratla,97.71623141,386.3892556,148.0506676,469.23133,473.7983087,373.1923596,85.29490896,390.3985898,145.5840576,490.7035544,90.25177205,338.929144,373.9181586,624.2091967,482.8326851,501.1031895,388.5761576,344.4394386,163.7664581,304.1598329,490.340567,358.4468491,532.9926969,429.5774213,333.4759406,570.5893739,159.9712006,20.12829131,526.1792899,98.62985072,426.1589353,362.4749146,67.93354144,163.2670484,59.67513583,340.5495648,231.0164346,419.9456351,0,246.5831213,151.5203766,389.179846,244.2721152,141.9282713,77.13215743,80.67115998,328.8123923,348.807177,234.8258569,203.933353,371.2722833,411.4089371,319.2968049,503.1981504,51.26633738,67.13362568,319.9460996,395.401815,410.5480456,247.5866034,151.161613,288.7643385,362.8724185,455.2899225,156.8517236,381.6254399,518.3314616,173.7227584,76.89338047,530.5759508,498.8080059,415.1710633,148.6331157,310.4989114,154.6427742,79.98153953,47.67013331,549.2370267,572.4578377,208.7332887,327.7879254,370.6588522,441.6066944,389.8050788,352.4878063,581.96331,436.7069626,326.2160922,326.9156693,498.6784128,499.82542,353.9131494,281.09072,127.8842441
Kottagudem,324.1346465,417.5509619,222.8337413,250.5960252,455.3869698,184.4203212,206.357003,146.8924291,186.7151308,309.7702165,316.3928102,170.2460098,193.7937814,510.1905635,394.5022053,469.1531633,378.5462688,105.9495273,226.0388627,336.5090279,272.8769341,130.3296986,388.8292122,437.9961005,140.6564563,535.3327562,229.8505392,229.0090569,465.6212728,232.7627123,182.5859824,369.8884896,256.6495489,230.1517234,187.9187408,338.1481793,62.39945993,271.6828908,246.5831213,0,236.6565402,161.4105339,297.0592116,217.4035136,193.296272,199.6707091,124.8676968,249.8726565,137.1648266,156.7425302,325.6662589,167.1986345,160.1075438,351.9566048,297.5900562,295.997286,89.58359787,237.6124767,165.2747483,6.146932967,251.3719927,143.614211,165.9511836,385.9240482,230.6561747,136.1039103,407.51708,240.6618372,186.646767,439.687299,513.2474991,172.7328318,271.5365718,137.9942661,245.1819185,200.1679021,214.9730365,354.6741046,434.4923651,117.499996,120.2035268,124.574753,407.8633548,143.4243229,146.8272368,456.5544427,204.0069575,115.6839147,192.8462119,282.5823657,298.7932717,134.2357218,303.7673329,122.9208741
Kukatpalle,243.9216018,239.4061982,13.83579304,487.1695709,322.4642318,281.1548777,208.5823643,347.9120244,49.9685931,538.1613775,141.692493,242.1316612,276.4290985,480.679759,337.522042,349.5828213,237.0846528,299.5371234,18.58401586,154.4606059,509.4474268,299.2715944,401.782288,279.8921468,252.7842852,419.1039747,12.46549296,154.998715,375.7979038,234.7193739,411.1432187,211.5171779,92.5389201,15.27552473,131.1683019,189.0291915,186.6321128,298.960945,151.5203766,236.6565402,0,324.6106025,95.12480518,20.22541554,189.6880764,199.0971273,256.8240489,216.6150888,141.2479843,102.167,222.5848935,368.6229481,222.3382934,376.5162561,181.4152986,136.3613863,271.1076685,282.1062333,371.2778209,241.0551638,15.50279171,194.2759186,278.1483002,307.3585725,9.22330318,362.8167731,377.0430244,22.34703108,182.5234803,384.3569641,351.2622511,403.259243,38.30365802,223.9768206,8.559818351,82.64151679,109.7127378,588.0250163,437.2846609,133.935092,258.6358989,338.8260255,290.2945837,358.2448883,276.0090613,442.5103715,439.638635,259.6111878,214.5208006,519.0968915,533.0590082,287.9724591,129.724359,136.7745374
Machilipatnam,476.3914216,417.5644325,312.791245,258.8487466,415.1081784,78.0976909,363.9972109,57.75577077,282.4181797,355.112333,441.7560996,105.1835326,93.00130213,396.5973729,314.0700599,417.3239773,359.2523857,59.03860969,307.870416,356.7621459,276.975506,31.56914127,266.3870632,419.0492178,75.93261267,472.7498506,313.5921184,374.4748946,394.1545289,392.0079184,145.213832,364.6918902,379.405071,312.1951343,329.7542533,334.9062598,158.1868256,170.2544858,389.179846,161.4105339,324.6106025,0,342.574478,310.7284826,348.7778363,356.3213497,67.87318775,205.3867056,183.7051183,222.5119948,295.0896136,66.40679283,117.6171115,229.1547468,440.03833,425.156282,72.54941532,139.6193553,74.73900639,164.2972646,339.9166639,136.2310148,63.39470218,321.6552767,315.9758183,115.4267375,307.7319927,317.438481,341.1961815,350.0162939,486.8531579,147.1405957,362.8931051,105.119115,331.7816785,324.5890162,348.7783261,375.5399519,311.4373366,193.9935178,66.0514761,80.94929625,365.3488057,85.56619447,52.62919807,340.0756427,197.9798575,65.6515427,149.3443281,286.615489,322.1350968,36.87245283,328.3911599,261.693796
Mahbubnagar,332.1375585,144.3423381,103.3910516,543.7034227,230.7185709,281.3683773,303.5315537,378.9048417,129.1470363,606.4222009,213.823972,243.2389641,272.1103627,409.5998417,266.6389268,259.66937,147.2118466,333.4168599,89.74032958,59.8878229,565.798124,323.6520884,350.3588425,185.3751257,266.6457319,328.0934069,90.6407281,249.408607,292.0603991,329.8437877,454.146322,118.9254382,180.0710871,87.96249258,225.9262134,101.3598208,237.694455,266.7826055,244.2721152,297.0592116,95.12480518,342.574478,0,110.9991442,284.410069,293.948834,277.0416315,178.5904889,169.9185718,140.7983514,148.9494847,397.843818,226.6368748,331.9888562,267.6066327,216.1601165,305.6987942,260.6661797,402.535058,302.4556888,93.12124556,206.682221,285.1952995,231.7498977,92.7601341,406.7142428,312.0151162,75.1278622,277.0256362,310.3908366,256.1452771,448.3958369,99.56324031,237.5712809,90.3289413,177.6244664,204.5439321,651.4196312,379.3793179,180.3571668,280.7530628,377.0876778,203.5618456,395.1601743,290.1452887,378.4450226,490.6918812,283.4859732,203.8676711,575.7732805,595.2776354,308.7484178,42.25889723,220.9101511
Malkajgiri,237.0039361,255.1605392,7.684777162,467.7592296,334.5249779,270.8810297,192.9810781,331.8324469,30.93826048,518.0375461,144.4917485,232.2739603,267.0853854,484.7190313,342.2844466,360.6377341,248.7259463,283.3164322,22.40090473,169.1932,490.0312828,284.5336604,401.1283825,294.0108051,240.3618578,430.5024667,20.36110261,143.0906931,384.2820815,220.134711,393.223841,224.5884858,89.33334571,23.1749962,115.2583342,200.402289,168.9066517,294.966012,141.9282713,217.4035136,20.22541554,310.7284826,110.9991442,0,173.6109878,183.266946,243.2165205,215.3787731,128.6958328,89.62647611,229.4334764,352.7017782,212.2394847,374.4461316,176.4595951,135.945384,254.9928601,276.0960043,355.0478398,221.6878612,34.01151428,183.2421652,266.6370948,313.6972372,18.44515617,344.9305046,379.9447062,35.87311757,166.1054673,389.680715,366.4171487,385.1092725,54.80207788,212.067178,28.65699417,67.68038175,97.36833397,568.095486,437.9965621,118.0582423,244.6774622,321.7618237,300.3295324,341.2786662,263.242206,444.7793456,420.7799299,245.3411616,207.5888487,499.6468586,513.2183999,273.930993,142.4341339,116.6747815
Mancheral,131.3315465,428.7120279,181.1289178,397.5929002,505.3496717,347.6361478,20.45870809,340.1884298,162.8211208,414.3706502,167.1439245,318.2582819,351.3747194,630.6704208,494.136211,529.5854035,419.4601209,297.699049,195.5741665,342.7743701,418.2090582,317.2400953,527.7572382,467.2117408,304.5188603,599.7417004,193.9368531,57.53832814,547.0240775,51.26277992,364.3954943,397.1458864,131.6317368,196.7817306,58.5212053,371.2297329,195.8321799,410.0282944,77.13215743,193.296272,189.6880764,348.7778363,284.410069,173.6109878,0,10.22947092,295.7978258,350.8386129,223.9325229,203.4338686,390.8987224,360.4306429,300.2369294,494.8668016,118.7266239,143.8955488,276.6465525,381.3226203,358.1819482,192.7521598,195.1731351,271.1770436,334.0008368,471.4410489,191.676917,322.6526948,523.6315247,209.3762435,8.898386658,542.4002792,540.0072592,352.7062051,200.6807856,286.4954159,195.5941443,107.1247029,86.02554453,473.5474544,570.1211668,193.2658996,293.4505203,317.0598604,467.7585772,335.244981,320.0292754,583.9722318,369.259117,290.7560302,316.3852734,426.1970715,425.130414,316.1751717,315.185743,97.73728359
Mandamarri,126.3778154,438.2783811,190.7536227,398.971025,515.3784541,356.5170929,10.2292373,346.5014297,172.9062967,413.1196207,170.9185713,327.5083833,360.4564384,640.7914458,504.343158,539.6945065,429.4781935,304.5971796,205.3030493,352.4577085,419.3706514,324.7613148,537.5760381,477.0186948,313.2239781,609.8489894,203.5677648,61.89478957,557.2408119,41.16844877,368.6055067,407.0316736,138.4204854,206.4419201,68.03265431,381.2303632,204.3749329,419.7255915,80.67115998,199.6707091,199.0971273,356.3213497,293.948834,183.266946,10.22947092,0,304.1863407,360.9485788,233.8222522,213.6069593,401.1088834,366.5882662,309.6109112,504.5781462,118.9342131,147.7959925,284.0348549,390.8529414,364.1314677,198.8742345,204.2599416,280.6835249,342.6551717,481.6705197,201.2606235,327.524556,533.7492503,218.97749,19.02586047,552.6070457,549.6840938,356.783307,209.1918835,295.5947983,204.8710993,116.4658145,94.10517013,472.8097485,580.026608,203.058745,301.7262468,322.9036298,477.899855,340.8872114,328.4127551,594.0018167,372.0524591,298.9343536,326.145955,427.2074124,425.0693376,324.0693578,325.03125,107.409247
